transaction_id,date,product,category,quantity,unit_price,total,customer_id,region,payment_method
TXN102882,2025-08-04,  Headphones ,Accessories,1,79686.69,79686.69,CUST1359,Kisumu,BANK TRANSFER
TXN100762,2025-07-23,Tablet,Mobile,1,19346.15,19346.15,CUST1052,Nairobi,Card
TXN101946,12/01/2025,Phone,Mobile,4,49436.64,197746.56,CUST1224,Eldoret,Bank Transfer
TXN100280,2025-04-13,Keyboard,Accessories,2,11361.94,22723.88,CUST1071,Mombasa,Bank Transfer
TXN102309,21/01/2025,Headphones,Accessories,5,68205.98,341029.9,CUST1261,Nairobi,Mobile Money
TXN102031,2025-11-23,Headphones,Accessories,4,41609.29,166437.16,CUST1006,Eldoret,Mobile Money
TXN102767,04/01/2025,Headphones,Accessories,849,12683.21,12683.21,CUST1020,Nairobi,Mobile Money
TXN101838,2025-09-02,  Tablet ,Mobile,4,26391.56,105566.24,CUST1358,Mombasa,Mobile Money
TXN102215,26/11/2025,Phone,Mobile,3,41852.17,125556.51,CUST1028,Nakuru,Bank Transfer
TXN102358,2025-03-02,  Laptop ,Computers,3,41007.64,123022.92,CUST1216,Kisumu,BANK TRANSFER
TXN100456,17/11/2025,Tablet,Mobile,2,5134.96,10269.92,CUST1156,Mombasa,BANK TRANSFER
TXN101512,04/01/2025,Monitor,Computers,1,82223.27,82223.27,CUST1079,Kisumu,Mobile Money
TXN101276,20/11/2025,Tablet,Mobile,4,89932.15,359728.6,CUST1108,Eldoret,Cash
TXN102515,28/11/2025,Laptop,Computers,4,7631.08,30524.32,CUST1125,Nakuru,Card
TXN100377,2025-07-31,Tablet,Mobile,1,68908.33,68908.33,CUST1070,Mombasa,Card
TXN100801,2025-06-15,Keyboard,Accessories,2,55367.01,110734.02,CUST1209,Kisumu,Card
TXN100430,30/10/2025,Tablet,Mobile,3,82722.09,248166.27,CUST1043,Mombasa,Cash
TXN101774,2025-10-04,Monitor,Computers,2,5107.37,10214.74,CUST1169,Nairobi,MOBILE MONEY
TXN100836,2025-01-28,Tablet,Mobile,1,10557.27,10557.27,CUST1124,Eldoret,Mobile Money
TXN100362,29/12/2025,  Phone ,Mobile,2,27415.91,54831.82,CUST1073,Nakuru,Card
TXN102963,28/05/2025,Headphones,Accessories,4,71818.93,287275.72,CUST1031,Mombasa,Cash
TXN100356,2025-04-30,Phone,Mobile,1,36502.75,36502.75,CUST1276,Mombasa,Card
TXN102080,2025-04-28,Laptop,Computers,3,78414.77,235244.31,CUST1336,Mombasa,Mobile Money
TXN102373,2025-04-25,Monitor,Computers,1,27553.76,27553.76,CUST1174,Eldoret,Bank Transfer
TXN102635,2025-10-12,Tablet,Mobile,1,33469.28,33469.28,CUST1357,Eldoret,Mobile Money
TXN101122,2025-02-09,Monitor,Computers,2,31584.83,63169.66,CUST1333,Kisumu,Cash
TXN101693,2025-12-31,Laptop,Computers,3,69075.08,207225.24,CUST1042,Kisumu,Mobile Money
TXN101587,16/08/2025,Monitor,Computers,4,65168.89,260675.56,CUST1400,Nairobi,Cash
TXN100482,29/01/2025,Monitor,Computers,4,46214.98,184859.92,CUST1255,Eldoret,Mobile Money
TXN101799,10/01/2025,Headphones,Accessories,5,34862.3,174311.5,CUST1195,Nakuru,Bank Transfer
TXN102779,2025-01-05,Keyboard,Accessories,1,,5779.11,CUST1046,Eldoret,Mobile Money
TXN101267,15/06/2025,  Headphones ,Accessories,2,37447.64,74895.28,CUST1132,Nakuru,Card
TXN101340,2025-04-30,Monitor,Computers,1,16571.13,16571.13,CUST1135,Nairobi,Cash
TXN100186,04/08/2025,Phone,Mobile,3,5189.71,15569.13,CUST1269,Nairobi,CARD
TXN102059,31/10/2025,Phone,Mobile,3,65195.0,195585.0,CUST1240,Nairobi,Bank Transfer
TXN101627,2025-01-06,Tablet,Mobile,5,35327.85,176639.25,CUST1287,Eldoret,Mobile Money
TXN102953,2025-02-15,Monitor,Computers,2,3760.41,7520.82,CUST1373,Eldoret,Bank Transfer
TXN100124,2025-03-30,Tablet,Mobile,1,,14556.61,CUST1282,Nairobi,Mobile Money
TXN101098,2025-12-08,Tablet,Mobile,4,32370.71,129482.84,CUST1308,Nakuru,Bank Transfer
TXN102261,2025-02-08,Keyboard,Accessories,2,70209.46,140418.92,CUST1004,Nairobi,Cash
TXN101742,10/12/2025,Laptop,Computers,4,11771.26,47085.04,CUST1003,Nakuru,Bank Transfer
TXN101141,2025-11-07,Headphones,Accessories,1,58263.08,58263.08,CUST1017,Nairobi,Mobile Money
TXN100864,20/10/2025,Monitor,Computers,5,84552.95,422764.75,CUST1304,Eldoret,Card
TXN102611,2025-10-07,Headphones,Accessories,3,14755.06,44265.18,CUST1075,Eldoret,Bank Transfer
TXN101376,20/07/2025,Phone,Mobile,3,11611.55,34834.65,CUST1086,Nairobi,Card
TXN102672,2025-10-02,Laptop,Computers,5,26951.5,134757.5,CUST1187,Eldoret,Bank Transfer
TXN102537,2025-02-17,Headphones,Accessories,3,17037.47,51112.41,CUST1070,Eldoret,Card
TXN102389,10/08/2025,Phone,Mobile,3,36872.04,110616.12,CUST1021,Kisumu,Bank Transfer
TXN100234,2025-12-10,Tablet,Mobile,5,8864.04,44320.2,CUST1216,Eldoret,Cash
TXN100735,05/01/2025,Monitor,Computers,3,46727.13,140181.39,CUST1358,Kisumu,MOBILE MONEY
TXN101697,16/09/2025,Tablet,Mobile,4,59148.4,236593.6,CUST1054,Mombasa,MOBILE MONEY
TXN100502,2025-12-18,Headphones,Accessories,1,8592.67,8592.67,CUST1155,Eldoret,Card
TXN101765,07/02/2025,Laptop,Computers,1,76288.77,76288.77,CUST1226,Kisumu,Card
TXN100879,04/11/2025,Monitor,Computers,4,,160191.36,CUST1307,,Mobile Money
TXN102413,23/04/2025,Headphones,Accessories,4,22040.88,88163.52,CUST1316,Eldoret,Cash
TXN100267,05/12/2025,Headphones,Accessories,1,7666.17,7666.17,CUST1151,Kisumu,Bank Transfer
TXN100180,2025-03-04,Laptop,Computers,4,25191.39,100765.56,CUST1232,Nairobi,Mobile Money
TXN101338,20/09/2025,Phone,Mobile,5,4182.29,20911.45,CUST1318,Kisumu,Bank Transfer
TXN101856,23/04/2025,Keyboard,Accessories,4,78554.28,314217.12,CUST1344,Mombasa,Cash
TXN101788,02/10/2025,Keyboard,Accessories,1,20827.77,20827.77,CUST1290,Nairobi,Card
TXN100871,21/12/2025,Monitor,Computers,1,22882.37,22882.37,CUST1332,Mombasa,Card
TXN102969,2025-12-19,  Monitor ,Computers,1,30160.97,30160.97,CUST1023,Nakuru,Bank Transfer
TXN102913,2025-12-16,Headphones,Accessories,4,89878.28,359513.12,CUST1140,Eldoret,Bank Transfer
TXN102540,2025-10-09,Headphones,Accessories,3,75811.31,227433.93,CUST1386,Eldoret,Card
TXN102589,2025-06-01,Phone,Mobile,2,18189.2,36378.4,CUST1235,Nairobi,Bank Transfer
TXN102108,2025-01-06,Phone,Mobile,2,36010.34,72020.68,CUST1292,,Bank Transfer
TXN102408,17/05/2025,Keyboard,Accessories,5,38134.14,190670.7,CUST1026,Nakuru,Bank Transfer
TXN102905,2025-11-03,Laptop,Computers,1,55425.89,55425.89,CUST1347,Mombasa,CARD
TXN102415,2025-07-16,Phone,Mobile,2,72611.07,145222.14,CUST1104,Eldoret,Card
TXN101209,01/03/2025,Headphones,Accessories,4,80078.08,320312.32,CUST1253,Eldoret,Cash
TXN102808,2025-03-27,Laptop,Computers,2,58040.59,116081.18,CUST1398,Eldoret,Cash
TXN100444,28/03/2025,Keyboard,Accessories,3,53918.76,161756.28,CUST1165,Kisumu,Cash
TXN101183,2025-04-17,Monitor,Computers,1,2335.83,2335.83,CUST1083,Nakuru,BANK TRANSFER
TXN101180,2025-06-16,Laptop,Computers,5,85605.19,428025.95,CUST1374,Eldoret,Mobile Money
TXN102074,23/06/2025,Laptop,Computers,2,58481.67,116963.34,CUST1232,Eldoret,Bank Transfer
TXN102754,2025-02-25,Laptop,Computers,3,26781.67,80345.01,CUST1167,Kisumu,Mobile Money
TXN101067,2025-05-13,  Keyboard ,Accessories,4,51118.93,204475.72,CUST1321,Nakuru,CARD
TXN100632,25/02/2025,Monitor,Computers,2,64652.52,129305.04,CUST1387,Nakuru,Card
TXN102196,01/10/2025,Tablet,Mobile,3,66663.51,199990.53,CUST1014,Nairobi,Cash
TXN100640,2025-03-09,Tablet,Mobile,3,82946.66,248839.98,CUST1363,Mombasa,Cash
TXN102394,2025-08-26,  Headphones ,Accessories,3,35697.43,107092.29,CUST1332,Kisumu,Cash
TXN101032,2025-05-17,Tablet,Mobile,2,29181.51,58363.02,CUST1257,Nakuru,Cash
TXN102075,2025-01-04,Laptop,Computers,4,51939.04,207756.16,CUST1319,Nakuru,CARD
TXN101884,2025-07-28,Monitor,Computers,1,20391.64,20391.64,CUST1287,Kisumu,Bank Transfer
TXN102085,08/09/2025,Phone,Mobile,2,11272.07,22544.14,CUST1379,Eldoret,Cash
TXN102631,2025-01-22,Headphones,Accessories,3,,204931.17,CUST1095,Nakuru,Mobile Money
TXN102498,2025-12-29,Phone,Mobile,3,67202.67,201608.01,CUST1216,Kisumu,Mobile Money
TXN100206,2025-11-13,Laptop,Computers,2,14588.19,29176.38,CUST1025,Nairobi,Cash
TXN100694,2025-12-01,Monitor,Computers,4,33194.06,132776.24,CUST1039,Eldoret,Cash
TXN101758,19/03/2025,Keyboard,Accessories,1,16117.47,16117.47,CUST1180,Eldoret,Cash
TXN102067,27/12/2025,Headphones,Accessories,2,61151.36,122302.72,CUST1132,Kisumu,Card
TXN100340,21/08/2025,Phone,Mobile,2,43297.28,86594.56,CUST1382,Eldoret,CASH
TXN100984,2025-03-13,Laptop,Computers,4,66311.51,265246.04,CUST1018,Mombasa,Card
TXN100855,2025-11-23,Monitor,Computers,4,27649.66,110598.64,CUST1378,Kisumu,Mobile Money
TXN101320,2025-01-04,Monitor,Computers,2,74434.55,148869.1,CUST1185,Nairobi,CARD
TXN102978,30/10/2025,Headphones,Accessories,1,33704.12,33704.12,CUST1219,Mombasa,Cash
TXN102260,2025-04-01,Phone,Mobile,1,22245.01,22245.01,CUST1191,Nairobi,MOBILE MONEY
TXN100929,01/02/2025,Headphones,Accessories,4,,232906.12,CUST1046,Mombasa,Mobile Money
TXN102421,16/04/2025,Laptop,Computers,5,68972.5,344862.5,CUST1344,Nakuru,BANK TRANSFER
TXN100848,2025-04-26,Laptop,Computers,5,85445.92,427229.6,CUST1077,Kisumu,Bank Transfer
TXN102310,2025-03-13,Monitor,Computers,1,83461.91,83461.91,CUST1077,Nairobi,Mobile Money
TXN101459,2025-10-25,Laptop,Computers,2,29445.96,58891.92,CUST1027,Kisumu,Bank Transfer
TXN100981,2025-08-24,Keyboard,Accessories,3,7700.88,23102.64,CUST1389,Kisumu,Mobile Money
TXN102564,26/11/2025,Keyboard,Accessories,4,31631.95,126527.8,CUST1114,Nakuru,Mobile Money
TXN101435,2025-05-08,Keyboard,Accessories,3,85620.04,256860.12,CUST1188,Nakuru,Bank Transfer
TXN101382,23/01/2025,Laptop,Computers,2,65299.03,130598.06,CUST1212,Eldoret,CARD
TXN102769,2025-03-01,Phone,Mobile,2,58017.22,116034.44,CUST1166,,CARD
TXN100852,2025-09-26,Phone,Mobile,3,62123.62,186370.86,CUST1069,Nakuru,Mobile Money
TXN100375,2025-06-30,Tablet,Mobile,4,41744.2,166976.8,CUST1086,Mombasa,Bank Transfer
TXN101561,18/11/2025,Phone,Mobile,1,24455.25,24455.25,CUST1307,Nairobi,Card
TXN100194,2025-07-31,Monitor,Computers,4,,319936.6,CUST1173,Nakuru,BANK TRANSFER
TXN100832,2025-10-22,Headphones,Accessories,4,29445.34,117781.36,CUST1045,Nairobi,BANK TRANSFER
TXN100651,11/05/2025,Phone,Mobile,2,52766.75,105533.5,CUST1002,Kisumu,Bank Transfer
TXN100587,2025-03-19,Monitor,Computers,1,78441.0,78441.0,CUST1070,Mombasa,Cash
TXN101583,2025-08-06,Tablet,Mobile,1,,62802.97,CUST1190,Nairobi,Card
TXN100652,2025-06-15,Tablet,Mobile,2,4074.68,8149.36,CUST1305,Nairobi,Cash
TXN101070,2025-11-22,Laptop,Computers,3,32824.13,98472.39,CUST1182,Nairobi,Cash
TXN100171,2025-10-02,Laptop,Computers,4,1745.72,6982.88,CUST1063,,Cash
TXN102329,18/07/2025,Phone,Mobile,4,85238.16,340952.64,CUST1368,Kisumu,Bank Transfer
TXN100737,2025-10-21,Monitor,Computers,3,32141.64,96424.92,CUST1137,Mombasa,Mobile Money
TXN102259,13/06/2025,Monitor,Computers,1,72590.03,72590.03,CUST1260,Nairobi,CARD
TXN102810,2025-01-03,Laptop,Computers,5,74180.8,370904.0,CUST1295,Nakuru,Bank Transfer
TXN101170,2025-03-18,Keyboard,Accessories,4,5263.39,21053.56,CUST1027,Mombasa,Mobile Money
TXN102033,01/10/2025,  Keyboard ,Accessories,1,24796.88,24796.88,CUST1379,Eldoret,Card
TXN101436,02/01/2025,Keyboard,Accessories,4,59590.44,238361.76,CUST1326,Kisumu,Card
TXN100318,09/04/2025,Tablet,Mobile,3,55101.85,165305.55,CUST1126,Kisumu,CASH
TXN100750,2025-01-05,Phone,Mobile,2,42832.34,85664.68,CUST1090,Nakuru,Bank Transfer
TXN101061,2025-05-20,Laptop,Computers,1,37146.73,37146.73,CUST1212,Mombasa,BANK TRANSFER
TXN101493,2025-07-19,Laptop,Computers,2,28960.68,57921.36,CUST1092,,Bank Transfer
TXN100884,15/06/2025,Laptop,Computers,1,69281.82,69281.82,CUST1188,Nakuru,Card
TXN101541,2025-09-15,Monitor,Computers,5,83854.24,419271.2,CUST1011,Mombasa,Cash
TXN102159,2025-10-22,Keyboard,Accessories,5,36265.71,181328.55,CUST1198,,Cash
TXN101398,2025-12-07,Keyboard,Accessories,1,81643.57,81643.57,CUST1127,Mombasa,Bank Transfer
TXN101531,2025-08-30,  Laptop ,Computers,3,19471.99,58415.97,CUST1143,Eldoret,Card
TXN100568,22/11/2025,Headphones,Accessories,4,,182835.24,CUST1063,Nairobi,Mobile Money
TXN102365,2025-11-20,  Laptop ,Computers,2,65322.94,130645.88,CUST1048,Nakuru,Bank Transfer
TXN102323,2025-05-14,Headphones,Accessories,2,,59543.4,CUST1201,Nairobi,Cash
TXN101724,2025-07-20,Tablet,Mobile,3,79975.54,239926.62,CUST1301,Nakuru,Cash
TXN102908,2025-10-12,Keyboard,Accessories,5,67867.22,339336.1,CUST1202,Mombasa,Bank Transfer
TXN101812,2025-03-07,Headphones,Accessories,3,78280.46,234841.38,CUST1116,Mombasa,MOBILE MONEY
TXN100513,2025-04-13,Headphones,Accessories,4,12782.62,51130.48,CUST1329,Eldoret,Mobile Money
TXN101306,08/08/2025,Monitor,Computers,4,42046.71,168186.84,CUST1317,Eldoret,CARD
TXN102043,2025-05-26,  Headphones ,Accessories,5,43753.53,218767.65,CUST1330,Kisumu,Cash
TXN100131,10/08/2025,Monitor,Computers,1,54024.28,54024.28,CUST1376,Kisumu,Cash
TXN102102,23/04/2025,Monitor,Computers,5,18067.7,90338.5,CUST1263,Mombasa,Mobile Money
TXN101783,2025-06-05,Tablet,Mobile,3,39120.64,117361.92,CUST1400,Mombasa,Card
TXN102782,2025-04-03,Tablet,Mobile,4,16336.23,65344.92,CUST1179,Nakuru,Bank Transfer
TXN101352,2025-01-17,Headphones,Accessories,5,2579.97,12899.85,CUST1071,Mombasa,Cash
TXN101609,2025-02-15,Headphones,Accessories,5,33017.88,165089.4,CUST1036,Mombasa,Bank Transfer
TXN102438,06/05/2025,Phone,Mobile,5,83927.43,419637.15,CUST1004,Kisumu,Mobile Money
TXN102157,11/01/2025,Laptop,Computers,3,22309.38,66928.14,CUST1313,Nakuru,Bank Transfer
TXN102223,2025-05-02,Headphones,Accessories,5,35115.66,175578.3,CUST1349,Nakuru,Cash
TXN102114,03/03/2025,Phone,Mobile,4,74791.98,299167.92,CUST1281,Kisumu,Mobile Money
TXN101910,2025-01-01,  Phone ,Mobile,2,43054.03,86108.06,CUST1165,Nairobi,Card
TXN102580,2025-02-19,Tablet,Mobile,2,20053.11,40106.22,CUST1018,Kisumu,Card
TXN102879,2025-07-01,Laptop,Computers,5,38405.29,192026.45,CUST1218,Nairobi,Bank Transfer
TXN100769,2025-02-15,Headphones,Accessories,4,48800.3,195201.2,CUST1226,Kisumu,Cash
TXN100631,2025-04-07,Laptop,Computers,3,55171.23,165513.69,CUST1061,Nakuru,Mobile Money
TXN100203,2025-03-15,Headphones,Accessories,1,,16735.8,CUST1289,Nakuru,Card
TXN101680,2025-10-22,Headphones,Accessories,1,58108.16,58108.16,CUST1002,Nakuru,Cash
TXN102200,08/01/2025,Phone,Mobile,5,57817.69,289088.45,CUST1023,Nakuru,MOBILE MONEY
TXN100562,2025-04-27,Tablet,Mobile,1,87538.45,87538.45,CUST1068,Kisumu,BANK TRANSFER
TXN102980,2025-03-09,Phone,Mobile,1,84922.49,84922.49,CUST1220,Kisumu,Bank Transfer
TXN102927,2025-11-01,Phone,Mobile,1,15973.58,15973.58,CUST1183,Nakuru,Card
TXN100358,14/06/2025,Keyboard,Accessories,5,69642.17,348210.85,CUST1121,Kisumu,Mobile Money
TXN101159,29/07/2025,Headphones,Accessories,2,37940.62,75881.24,CUST1074,Nairobi,Cash
TXN101263,2025-06-12,Monitor,Computers,1,,77438.53,CUST1195,Kisumu,Card
TXN101313,2025-09-23,Headphones,Accessories,3,87339.26,262017.78,CUST1300,Mombasa,Card
TXN100662,2025-08-06,Phone,Mobile,2,77913.1,155826.2,CUST1053,Mombasa,BANK TRANSFER
TXN100485,2025-04-02,Headphones,Accessories,4,82860.28,331441.12,CUST1018,Eldoret,BANK TRANSFER
TXN101622,2025-11-22,Laptop,Computers,4,24651.41,98605.64,CUST1090,Nairobi,Mobile Money
TXN102741,31/10/2025,Phone,Mobile,5,35689.02,178445.1,CUST1201,Mombasa,MOBILE MONEY
TXN100468,2025-05-03,  Tablet ,Mobile,1,70650.24,70650.24,CUST1253,Nakuru,Card
TXN102964,2025-02-13,  Headphones ,Accessories,2,57883.22,115766.44,CUST1301,Eldoret,Card
TXN100690,2025-09-07,Headphones,Accessories,1,20084.31,20084.31,CUST1118,Nairobi,Cash
TXN101582,2025-03-02,Phone,Mobile,1,,67356.08,CUST1356,Mombasa,BANK TRANSFER
TXN101573,19/07/2025,Tablet,Mobile,2,29162.91,58325.82,CUST1228,Nakuru,Card
TXN100427,2025-04-11,Keyboard,Accessories,2,33238.48,66476.96,CUST1234,Nairobi,Cash
TXN102585,2025-02-21,Phone,Mobile,4,79928.41,319713.64,CUST1045,,Mobile Money
TXN102418,02/01/2025,Phone,Mobile,2,,51025.26,CUST1122,Kisumu,Bank Transfer
TXN100372,2025-10-11,Tablet,Mobile,2,1951.68,3903.36,CUST1299,Eldoret,Bank Transfer
TXN102194,2025-12-24,Monitor,Computers,3,69490.42,208471.26,CUST1028,Eldoret,Card
TXN100684,2025-10-25,Laptop,Computers,5,57030.57,285152.85,CUST1296,Nakuru,Mobile Money
TXN101485,2025-12-23,Tablet,Mobile,3,89584.65,268753.95,CUST1330,Mombasa,Cash
TXN102267,10/02/2025,  Monitor ,Computers,2,45928.8,91857.6,CUST1090,Mombasa,Cash
TXN100669,2025-12-05,Headphones,Accessories,4,34636.51,138546.04,CUST1015,Nakuru,Mobile Money
TXN101723,2025-08-19,Tablet,Mobile,5,80980.31,404901.55,CUST1269,Mombasa,Cash
TXN100840,29/03/2025,Keyboard,Accessories,5,4391.64,21958.2,CUST1030,Kisumu,MOBILE MONEY
TXN101903,22/11/2025,Keyboard,Accessories,2,6476.09,12952.18,CUST1286,Mombasa,Cash
TXN100798,2025-01-01,Headphones,Accessories,5,,166782.95,CUST1397,Eldoret,Bank Transfer
TXN102612,2025-02-09,Headphones,Accessories,4,47238.88,188955.52,CUST1077,Mombasa,Cash
TXN101116,2025-07-13,Keyboard,Accessories,1,88725.95,88725.95,CUST1292,Nakuru,Cash
TXN101303,09/11/2025,Laptop,Computers,4,5403.6,21614.4,CUST1320,Nakuru,Card
TXN102968,2025-05-23,Laptop,Computers,3,73654.59,220963.77,CUST1168,Eldoret,Bank Transfer
TXN100603,2025-09-12,Headphones,Accessories,1,70736.03,70736.03,CUST1101,Eldoret,MOBILE MONEY
TXN100224,2025-05-27,Monitor,Computers,1,5591.66,5591.66,CUST1039,Nairobi,Bank Transfer
TXN100868,2025-01-28,Phone,Mobile,4,26850.57,107402.28,CUST1353,Eldoret,Mobile Money
TXN100691,2025-04-16,Headphones,Accessories,2,4331.36,8662.72,CUST1265,Kisumu,BANK TRANSFER
TXN102790,21/02/2025,Tablet,Mobile,4,79399.5,317598.0,CUST1375,Nakuru,Cash
TXN102613,2025-06-10,  Keyboard ,Accessories,5,71053.73,355268.65,CUST1194,Nakuru,Card
TXN100993,2025-12-14,Laptop,Computers,2,38645.93,77291.86,CUST1205,Kisumu,Card
TXN101478,2025-05-31,Laptop,Computers,5,81463.45,407317.25,CUST1337,Eldoret,Bank Transfer
TXN100172,2025-11-23,Tablet,Mobile,3,52818.13,158454.39,CUST1190,Nairobi,Mobile Money
TXN102981,06/04/2025,Tablet,Mobile,5,52169.44,260847.2,CUST1194,Nairobi,Cash
TXN100150,2025-01-19,Tablet,Mobile,2,44831.91,89663.82,CUST1064,Eldoret,CASH
TXN100110,2025-05-05,  Headphones ,Accessories,2,36693.9,73387.8,CUST1156,Eldoret,Cash
TXN100070,2025-04-09,  Tablet ,Mobile,3,50119.92,150359.76,CUST1215,Nakuru,Mobile Money
TXN100369,25/05/2025,  Monitor ,Computers,2,49911.1,99822.2,CUST1194,Nakuru,Cash
TXN100412,2025-12-04,Tablet,Mobile,3,22160.89,66482.67,CUST1078,Nakuru,Bank Transfer
TXN102679,10/12/2025,Keyboard,Accessories,5,20225.56,101127.8,CUST1339,Eldoret,Cash
