transaction_id,date,product,category,quantity,unit_price,total,customer_id,region,payment_method
TXN100109,2025-09-09,Tablet,Mobile,4,58308.31,233233.24,CUST1229,Nairobi,Card
TXN100110,2025-05-05,Headphones,Accessories,2,36693.9,73387.8,CUST1156,Eldoret,Cash
TXN100111,2025-08-06,Monitor,Computers,5,48017.51,240087.55,CUST1381,Eldoret,Cash
TXN100112,2025-05-09,Headphones,Accessories,4,24747.02,98988.08,CUST1118,Nairobi,Mobile Money
TXN100113,2025-12-20,Headphones,Accessories,1,66987.86,66987.86,CUST1094,Mombasa,Mobile Money
TXN100114,2025-10-29,Tablet,Mobile,4,25246.72,100986.88,CUST1389,Eldoret,Cash
TXN100115,2025-07-04,Laptop,Computers,2,27014.06,54028.12,CUST1091,Kisumu,Card
TXN100116,2025-01-24,Tablet,Mobile,5,11829.17,59145.85,CUST1027,Eldoret,Cash
TXN100117,2025-09-09,Tablet,Mobile,2,57589.33,115178.66,CUST1052,Nairobi,Cash
TXN100118,2025-04-05,Monitor,Computers,4,39921.96,159687.84,CUST1026,Kisumu,Bank Transfer
TXN100119,2025-02-07,Laptop,Computers,1,36363.32,36363.32,CUST1295,Nairobi,Mobile Money
TXN100120,2025-02-13,Phone,Mobile,5,85446.74,427233.7,CUST1127,Nairobi,Bank Transfer
TXN100121,2025-04-26,Keyboard,Accessories,5,71271.3,356356.5,CUST1397,Eldoret,Bank Transfer
TXN100122,2025-10-29,Monitor,Computers,4,27113.11,108452.44,CUST1219,Kisumu,Card
TXN100123,2025-04-17,Keyboard,Accessories,1,85309.32,85309.32,CUST1320,Mombasa,Cash
TXN100124,2025-03-30,Tablet,Mobile,1,14556.61,14556.61,CUST1282,Nairobi,Mobile Money
TXN100125,2025-11-01,Laptop,Computers,4,40820.08,163280.32,CUST1240,Kisumu,Card
TXN100126,2025-12-26,Phone,Mobile,3,63772.55,191317.65,CUST1232,Nairobi,Mobile Money
TXN100127,2025-04-12,Headphones,Accessories,5,59675.88,298379.4,CUST1217,Nairobi,Mobile Money
TXN100128,2025-03-14,Tablet,Mobile,2,81802.82,163605.64,CUST1036,Nairobi,Mobile Money
TXN100129,2025-10-19,Headphones,Accessories,5,67531.72,337658.6,CUST1147,Nakuru,Card
TXN100130,2025-05-20,Monitor,Computers,3,63126.16,189378.48,CUST1256,Eldoret,Bank Transfer
TXN100131,2025-08-10,Monitor,Computers,1,54024.28,54024.28,CUST1376,Kisumu,Cash
TXN100132,2025-12-12,Laptop,Computers,1,20988.74,20988.74,CUST1294,Eldoret,Card
TXN100133,2025-03-31,Tablet,Mobile,3,52074.11,156222.33,CUST1240,Eldoret,Bank Transfer
TXN100134,2025-08-12,Headphones,Accessories,2,89726.62,179453.24,CUST1325,Nakuru,Card
TXN100135,2025-06-14,Monitor,Computers,3,37047.15,111141.45,CUST1343,Nairobi,Mobile Money
TXN100136,2025-05-28,Headphones,Accessories,4,62583.79,250335.16,CUST1339,Nakuru,Card
TXN100137,2025-06-15,Monitor,Computers,1,28649.29,28649.29,CUST1059,Nakuru,Card
TXN100138,2025-01-28,Tablet,Mobile,5,41846.88,209234.4,CUST1096,Eldoret,Cash
TXN100139,2025-01-27,Keyboard,Accessories,4,56474.08,225896.32,CUST1104,Kisumu,Mobile Money
TXN100140,2025-09-06,Headphones,Accessories,4,79335.77,317343.08,CUST1062,Nairobi,Mobile Money
TXN100141,2025-01-08,Tablet,Mobile,2,28312.14,56624.28,CUST1282,Nakuru,Card
TXN100142,2025-03-02,Phone,Mobile,1,41799.59,41799.59,CUST1331,Mombasa,Bank Transfer
TXN100143,2025-05-20,Tablet,Mobile,3,46044.05,138132.15,CUST1212,Nakuru,Bank Transfer
TXN100144,2025-07-16,Phone,Mobile,4,49838.22,199352.88,CUST1097,Eldoret,Mobile Money
TXN100145,2025-08-01,Laptop,Computers,3,69654.42,208963.26,CUST1174,Eldoret,Cash
TXN100146,2025-10-28,Laptop,Computers,3,65481.56,196444.68,CUST1296,Nakuru,Mobile Money
TXN100147,2025-06-20,Monitor,Computers,5,43848.55,219242.75,CUST1282,Eldoret,Bank Transfer
TXN100148,2025-12-24,Monitor,Computers,3,78329.35,234988.05,CUST1122,Eldoret,Bank Transfer
TXN100149,2025-08-31,Phone,Mobile,4,4406.43,17625.72,CUST1361,Nakuru,Bank Transfer
TXN100150,2025-01-19,Tablet,Mobile,2,44831.91,89663.82,CUST1064,Eldoret,Cash
TXN100151,2025-08-22,Laptop,Computers,4,9424.2,37696.8,CUST1007,Mombasa,Bank Transfer
TXN100152,2025-05-16,Tablet,Mobile,2,7197.13,14394.26,CUST1173,Eldoret,Bank Transfer
TXN100153,2025-12-12,Tablet,Mobile,1,76732.99,76732.99,CUST1273,Nakuru,Cash
TXN100154,2025-01-19,Tablet,Mobile,4,78578.28,314313.12,CUST1316,Nairobi,Mobile Money
TXN100155,2025-02-16,Tablet,Mobile,3,89769.62,269308.86,CUST1222,Nairobi,Card
TXN100156,2025-01-15,Monitor,Computers,2,62613.1,125226.2,CUST1023,Kisumu,Card
TXN100157,2025-03-16,Headphones,Accessories,3,34048.28,102144.84,CUST1125,Eldoret,Bank Transfer
TXN100158,2025-02-10,Keyboard,Accessories,2,15713.54,31427.08,CUST1312,Nakuru,Mobile Money
TXN100159,2025-08-25,Monitor,Computers,5,13309.04,66545.2,CUST1326,Kisumu,Bank Transfer
TXN100160,2025-08-27,Headphones,Accessories,1,80952.31,80952.31,CUST1147,Eldoret,Mobile Money
TXN100161,2025-10-28,Laptop,Computers,4,85098.59,340394.36,CUST1153,Nakuru,Cash
TXN100162,2025-07-16,Monitor,Computers,3,18329.92,54989.76,CUST1247,Nairobi,Mobile Money
TXN100163,2025-06-01,Monitor,Computers,5,32626.84,163134.2,CUST1358,Kisumu,Card
TXN100164,2025-10-17,Tablet,Mobile,4,25065.99,100263.96,CUST1351,Nairobi,Bank Transfer
TXN100165,2025-06-30,Headphones,Accessories,2,54832.32,109664.64,CUST1112,Mombasa,Cash
TXN100166,2025-11-18,Tablet,Mobile,2,56728.21,113456.42,CUST1330,Nairobi,Cash
TXN100167,2025-03-09,Monitor,Computers,1,52371.86,52371.86,CUST1046,Kisumu,Cash
TXN100168,2025-03-09,Tablet,Mobile,4,16219.79,64879.16,CUST1276,Kisumu,Cash
TXN100169,2025-09-04,Phone,Mobile,3,82307.38,246922.14,CUST1151,Kisumu,Card
TXN100170,2025-04-26,Monitor,Computers,1,13097.75,13097.75,CUST1346,Nakuru,Cash
TXN100171,2025-10-02,Laptop,Computers,4,1745.72,6982.88,CUST1063,Nakuru,Cash
TXN100172,2025-11-23,Tablet,Mobile,3,52818.13,158454.39,CUST1190,Nairobi,Mobile Money
TXN100173,2025-10-15,Monitor,Computers,1,55949.44,55949.44,CUST1167,Eldoret,Mobile Money
TXN100174,2025-08-26,Tablet,Mobile,1,57368.65,57368.65,CUST1358,Kisumu,Bank Transfer
TXN100175,2025-01-20,Laptop,Computers,2,4558.54,9117.08,CUST1155,Nakuru,Card
TXN100176,2025-03-11,Laptop,Computers,2,79909.71,159819.42,CUST1198,Nakuru,Cash
TXN100177,2025-03-21,Tablet,Mobile,5,38011.84,190059.2,CUST1212,Nairobi,Bank Transfer
TXN100178,2025-05-24,Keyboard,Accessories,4,84545.25,338181.0,CUST1016,Kisumu,Mobile Money
TXN100179,2025-07-05,Monitor,Computers,4,85574.69,342298.76,CUST1050,Kisumu,Cash
TXN100180,2025-03-04,Laptop,Computers,4,25191.39,100765.56,CUST1232,Nairobi,Mobile Money
TXN100181,2025-01-26,Tablet,Mobile,5,87412.85,437064.25,CUST1170,Mombasa,Mobile Money
TXN100182,2025-10-11,Keyboard,Accessories,2,6640.61,13281.22,CUST1106,Eldoret,Mobile Money
TXN100183,2025-11-02,Phone,Mobile,3,69805.99,209417.97,CUST1001,Kisumu,Mobile Money
TXN100184,2025-03-31,Phone,Mobile,5,22933.55,114667.75,CUST1056,Nairobi,Mobile Money
TXN100185,2025-05-02,Laptop,Computers,3,71203.63,213610.89,CUST1301,Kisumu,Card
TXN100186,2025-08-04,Phone,Mobile,3,5189.71,15569.13,CUST1269,Nairobi,Card
TXN100187,2025-09-20,Monitor,Computers,4,70132.53,280530.12,CUST1303,Nairobi,Bank Transfer
TXN100188,2025-01-23,Keyboard,Accessories,2,85114.7,170229.4,CUST1372,Eldoret,Cash
TXN100189,2025-09-03,Monitor,Computers,1,5943.87,5943.87,CUST1205,Nakuru,Card
TXN100190,2025-02-11,Monitor,Computers,4,7077.42,28309.68,CUST1164,Eldoret,Mobile Money
TXN100191,2025-11-21,Laptop,Computers,2,25113.93,50227.86,CUST1299,Eldoret,Cash
TXN100192,2025-08-21,Monitor,Computers,5,47984.84,239924.2,CUST1258,Eldoret,Bank Transfer
TXN100193,2025-11-30,Laptop,Computers,1,76824.95,76824.95,CUST1393,Eldoret,Mobile Money
TXN100194,2025-07-31,Monitor,Computers,4,79984.15,319936.6,CUST1173,Nakuru,Bank Transfer
TXN100195,2025-06-10,Monitor,Computers,1,28473.08,28473.08,CUST1340,Kisumu,Cash
TXN100196,2025-02-13,Phone,Mobile,4,6508.43,26033.72,CUST1047,Nakuru,Card
TXN100197,2025-10-12,Tablet,Mobile,3,73153.35,219460.05,CUST1030,Eldoret,Cash
TXN100198,2025-12-07,Tablet,Mobile,1,37267.37,37267.37,CUST1384,Nakuru,Card
TXN100199,2025-02-23,Headphones,Accessories,5,28464.18,142320.9,CUST1295,Eldoret,Mobile Money
TXN100200,2025-02-25,Phone,Mobile,4,20569.92,82279.68,CUST1179,Eldoret,Cash
TXN100201,2025-08-08,Laptop,Computers,3,51881.95,155645.85,CUST1287,Eldoret,Card
TXN100202,2025-05-20,Keyboard,Accessories,3,3091.31,9273.93,CUST1359,Kisumu,Cash
TXN100203,2025-03-15,Headphones,Accessories,1,16735.8,16735.8,CUST1289,Nakuru,Card
TXN100204,2025-09-29,Phone,Mobile,1,8712.31,8712.31,CUST1110,Nakuru,Bank Transfer
TXN100205,2025-06-09,Monitor,Computers,3,14588.13,43764.39,CUST1369,Kisumu,Card
TXN100206,2025-11-13,Laptop,Computers,2,14588.19,29176.38,CUST1025,Nairobi,Cash
TXN100207,2025-08-15,Monitor,Computers,4,43966.72,175866.88,CUST1212,Kisumu,Mobile Money
TXN100208,2025-02-26,Keyboard,Accessories,1,31392.97,31392.97,CUST1145,Eldoret,Bank Transfer
TXN100209,2025-07-22,Keyboard,Accessories,3,4564.85,13694.55,CUST1306,Nairobi,Card
TXN100210,2025-03-12,Phone,Mobile,3,85106.51,255319.53,CUST1391,Kisumu,Cash
TXN100211,2025-08-09,Headphones,Accessories,1,1191.83,1191.83,CUST1089,Mombasa,Bank Transfer
TXN100212,2025-12-09,Keyboard,Accessories,2,45273.48,90546.96,CUST1181,Nairobi,Bank Transfer
TXN100213,2025-08-24,Tablet,Mobile,1,39541.65,39541.65,CUST1039,Kisumu,Bank Transfer
TXN100214,2025-08-02,Keyboard,Accessories,4,64000.16,256000.64,CUST1148,Nairobi,Bank Transfer
TXN100215,2025-11-13,Laptop,Computers,3,15882.65,47647.95,CUST1235,Kisumu,Card
TXN100216,2025-10-29,Monitor,Computers,1,22276.82,22276.82,CUST1205,Eldoret,Card
TXN100217,2025-04-24,Monitor,Computers,3,67249.53,201748.59,CUST1170,Mombasa,Card
TXN100218,2025-04-10,Keyboard,Accessories,1,47989.13,47989.13,CUST1397,Kisumu,Cash
TXN100219,2025-03-16,Tablet,Mobile,2,21646.06,43292.12,CUST1131,Mombasa,Mobile Money
TXN100220,2025-12-02,Keyboard,Accessories,2,68539.27,137078.54,CUST1038,Mombasa,Bank Transfer
TXN100221,2025-08-18,Monitor,Computers,5,68509.0,342545.0,CUST1348,Eldoret,Cash
TXN100222,2025-02-04,Tablet,Mobile,3,14010.69,42032.07,CUST1240,Nakuru,Cash
TXN100223,2025-09-17,Headphones,Accessories,5,5527.4,27637.0,CUST1037,Kisumu,Bank Transfer
TXN100224,2025-05-27,Monitor,Computers,1,5591.66,5591.66,CUST1039,Nairobi,Bank Transfer
TXN100225,2025-01-22,Monitor,Computers,5,50111.32,250556.6,CUST1230,Eldoret,Mobile Money
TXN100226,2025-03-19,Headphones,Accessories,5,43068.8,215344.0,CUST1031,Nakuru,Card
TXN100227,2025-03-30,Headphones,Accessories,1,45657.14,45657.14,CUST1020,Mombasa,Bank Transfer
TXN100228,2025-03-23,Monitor,Computers,5,47285.95,236429.75,CUST1186,Kisumu,Cash
TXN100229,2025-12-14,Monitor,Computers,4,69814.6,279258.4,CUST1306,Nairobi,Cash
TXN100230,2025-12-14,Laptop,Computers,3,8958.28,26874.84,CUST1197,Kisumu,Cash
TXN100231,2025-06-20,Tablet,Mobile,5,78658.53,393292.65,CUST1041,Eldoret,Mobile Money
TXN100232,2025-12-24,Headphones,Accessories,3,87108.84,261326.52,CUST1339,Nakuru,Mobile Money
TXN100233,2025-07-12,Keyboard,Accessories,1,28207.58,28207.58,CUST1329,Kisumu,Mobile Money
TXN100234,2025-12-10,Tablet,Mobile,5,8864.04,44320.2,CUST1216,Eldoret,Cash
TXN100235,2025-04-20,Laptop,Computers,3,28143.51,84430.53,CUST1174,Nakuru,Mobile Money
TXN100236,2025-06-01,Phone,Mobile,2,14367.59,28735.18,CUST1051,Eldoret,Card
TXN100237,2025-11-13,Tablet,Mobile,3,78937.15,236811.45,CUST1067,Eldoret,Bank Transfer
TXN100238,2025-12-21,Phone,Mobile,2,16685.71,33371.42,CUST1394,Eldoret,Mobile Money
TXN100239,2025-07-06,Tablet,Mobile,4,4410.47,17641.88,CUST1346,Mombasa,Bank Transfer
TXN100240,2025-08-18,Keyboard,Accessories,3,67839.01,203517.03,CUST1119,Eldoret,Mobile Money
TXN100241,2025-04-10,Headphones,Accessories,4,81405.7,325622.8,CUST1188,Eldoret,Bank Transfer
TXN100242,2025-09-15,Monitor,Computers,3,70142.1,210426.3,CUST1270,Nakuru,Mobile Money
TXN100243,2025-05-09,Phone,Mobile,5,12886.67,64433.35,CUST1026,Nakuru,Cash
TXN100244,2025-09-22,Keyboard,Accessories,1,64170.39,64170.39,CUST1063,Kisumu,Card
TXN100245,2025-09-20,Phone,Mobile,3,40714.07,122142.21,CUST1075,Nakuru,Card
TXN100246,2025-01-14,Phone,Mobile,4,79674.36,318697.44,CUST1212,Nairobi,Bank Transfer
TXN100247,2025-02-11,Keyboard,Accessories,3,21602.14,64806.42,CUST1191,Mombasa,Card
TXN100248,2025-11-29,Headphones,Accessories,1,75606.28,75606.28,CUST1171,Mombasa,Mobile Money
TXN100249,2025-08-30,Laptop,Computers,3,82606.96,247820.88,CUST1356,Mombasa,Bank Transfer
TXN100250,2025-02-10,Monitor,Computers,5,969.98,4849.9,CUST1009,Kisumu,Mobile Money
TXN100251,2025-11-08,Phone,Mobile,5,84650.22,423251.1,CUST1270,Nakuru,Card
TXN100252,2025-01-25,Headphones,Accessories,2,27453.03,54906.06,CUST1122,Nakuru,Bank Transfer
TXN100253,2025-09-13,Laptop,Computers,1,75383.55,75383.55,CUST1305,Eldoret,Card
TXN100254,2025-03-15,Tablet,Mobile,5,51966.75,259833.75,CUST1149,Nakuru,Card
TXN100255,2025-08-02,Keyboard,Accessories,3,22030.5,66091.5,CUST1095,Nairobi,Cash
TXN100256,2025-09-17,Laptop,Computers,5,49195.34,245976.7,CUST1283,Nairobi,Bank Transfer
TXN100257,2025-07-11,Monitor,Computers,1,57392.54,57392.54,CUST1129,Nairobi,Cash
TXN100258,2025-12-03,Laptop,Computers,3,22080.77,66242.31,CUST1321,Nairobi,Cash
TXN100259,2025-06-23,Phone,Mobile,1,32030.76,32030.76,CUST1329,Mombasa,Bank Transfer
TXN100260,2025-03-11,Tablet,Mobile,4,57040.36,228161.44,CUST1032,Nakuru,Card
TXN100261,2025-04-13,Headphones,Accessories,2,4420.66,8841.32,CUST1021,Kisumu,Cash
TXN100262,2025-10-06,Keyboard,Accessories,4,89026.48,356105.92,CUST1242,Kisumu,Card
TXN100263,2025-01-25,Tablet,Mobile,2,26106.93,52213.86,CUST1335,Kisumu,Cash
TXN100264,2025-07-24,Laptop,Computers,3,39607.15,118821.45,CUST1380,Nakuru,Bank Transfer
TXN100265,2025-09-12,Headphones,Accessories,2,44910.19,89820.38,CUST1188,Eldoret,Cash
TXN100266,2025-11-05,Laptop,Computers,4,7563.97,30255.88,CUST1092,Eldoret,Cash
